No;"Jenis Faskes";"Kode Sarana / Faskes";"Kode SatuSehat Kemenkes";"Nama Fasilitas Kesehatan";"Kategori / Subjenis";"Alamat Lengkap";"Kode Provinsi";"Nama Provinsi";"Kode Kab/Kota";"Nama Kab/Kota";"Kode Kecamatan";"Nama Kecamatan";Latitude;Longitude;"No Telepon";Email;Website;"Status Operasional";"Status Aktif"
11;"Rumah Sakit";5306055;5306055;"RS Sumber Kasih Sejati";"Rumah Sakit Umum";"Jl. Meo Baru Kel. Tenukiik Atambua Kota";53;"Nusa Tenggara Timur";5304;"Kab. Belu";;;-9.1064894;124.8987786;081326420150;rsu.sumberkasihsejati@gmail.com;;Non-Operasional;Aktif
12;"Rumah Sakit";5306053;1000264175;"RS Tk. IV 09.07.04 Atambua";"Rumah Sakit Umum";"Jl. Piere Tendean, Gerbades, Kota Atambua";53;"Nusa Tenggara Timur";5304;"Kab. Belu";530421;"Atambua Barat";-2.41856;108.49191;03892513659;rstatambua090802@gmail.com;http://rstatambua.wordpress.com;Operasional;Aktif
13;"Rumah Sakit";5306016;1000259649;"RS Umum Daerah MGR Gabriel Manek";"Rumah Sakit Umum";"Jl. Dr Sutomo No. 2 Atambua";53;"Nusa Tenggara Timur";5304;"Kab. Belu";530412;"Kota Atambua";-9.09865;124.89716;(0389)2513137;rsudatambua66@gmail.com;rsgmbelu.simkeskhanza.com;Operasional;Aktif
14;"Rumah Sakit";5307010;1000258645;"RS Daerah Kalabahi";"Rumah Sakit Umum";"Jl. Dr Soetomo No 08 Kelurahan Kalabahi Kota Kec. Teluk Mutiara  Kab. Alor";53;"Nusa Tenggara Timur";5305;"Kab. Alor";530501;"Teluk Mutiara";-8.25;124.75;038621008;rsudkalabahi@ymail.com;;Operasional;Aktif
15;"Rumah Sakit";5307021;1000256374;"RS Umum Kelas D Pratama Mola";"Rumah Sakit Umum";"Jl. Masang, RT. 08 RW. 04 Kel. Welai Timur, Kec. Teluk Mutiara";53;"Nusa Tenggara Timur";5305;"Kab. Alor";;;-10.1772;123.60703;085337214787;rs.kelasdmola@gmail.com;;Operasional;Aktif
16;"Rumah Sakit";5309045;5309045;"RS Pratama Adonara";"Rumah Sakit Umum";"Desa Saosina - kecamatan Adonara Timur -Kab. Flores Timur-NTT";53;"Nusa Tenggara Timur";5306;"Kab. Flores Timur";;;-8.371901099999999;123.1688741;;081237201530@domain.com;;Non-Operasional;Aktif
17;"Rumah Sakit";5309012;1000260193;"RS Umum Daerah dr. Hendrikus Fernandez Larantuka";"Rumah Sakit Umum";"Jl. Jend. Sudirman No. 33 Kelurahan Sarotari Tengah, Kecamatan Larantuka, Kabupaten Flores Timur, Provinsi Nusa Tenggara Timur";53;"Nusa Tenggara Timur";5306;"Kab. Flores Timur";530603;Larantuka;-8.31656;123.01513;(0383)21836;perencanaan.rsudlarantuka@gmail.com;https://rsudhfzl.florestimurkab.go.id;Operasional;Aktif
18;"Rumah Sakit";5310023;1000285466;"RS St Elizabeth Lela";"Rumah Sakit Umum";"Lela Maumere,Kab.Sikka";53;"Nusa Tenggara Timur";5307;"Kab. Sikka";;;-8.6573;121.079;081325636969;rslela@yahoo.com;;Operasional;Aktif
19;"Rumah Sakit";5310012;1000259118;"RS Umum Dr TC Hillers Maumere";"Rumah Sakit Umum";"Jl. Wairklau, Kel. Kota Uneng, Kec. Alok, Kabupaten Sikka, Nusa Tenggara Timur";53;"Nusa Tenggara Timur";5307;"Kab. Sikka";530705;Alok;-8.6208;122.208;081261153944;info@rsudtchillers.id;www.rsudtchillers.id;Operasional;Aktif
20;"Rumah Sakit";5310034;1000283391;"RS Umum St. Gabriel Kewapante Sikka";"Rumah Sakit Umum";"Kewapante Kabupaten Sikka";53;"Nusa Tenggara Timur";5307;"Kab. Sikka";530710;Kewapante;-8.7402;122.189;0382-2425116;rs.stgabriel@yahoo.id;www.stgabriel-hospital.com;Operasional;Aktif
21;"Rumah Sakit";5311025;5311025;"RS Kelas D Pratama Tanali";"Rumah Sakit Umum";"Jl. Detusoko Maurole Desa Tanali, Kec. Wewaria";53;"Nusa Tenggara Timur";5308;"Kab. Ende";530807;Wewaria;-8.630260999999997;121.706079;;rspratamaende@gmail.com;;Operasional;Aktif
22;"Rumah Sakit";5311024;1000285519;"RS St Antonius Jopu";"Rumah Sakit Umum";"JLN. WOLOWARU-NGGELA RT 018/RW 009, DESA JOPU, KEC. WOLOWARU";53;"Nusa Tenggara Timur";5308;"Kab. Ende";530808;Wolowaru;-8.854;121.654;081346249103;jopurssantoantonius@gmail.com;rssantoantoniusjopu.com;Operasional;Aktif
23;"Rumah Sakit";5311013;1000259039;"RS Umum Daerah Ende";"Rumah Sakit Umum";"Jl. Prof Dr. WZ.Johanes Ende";53;"Nusa Tenggara Timur";5308;"Kab. Ende";530819;"Ende Tengah";-8.854;121.654;"0812 3941 4545";rsud.ende@gmail.com;www.rsudende.co.id;Operasional;Aktif
24;"Rumah Sakit";5312014;1000257536;"RS Umum Bajawa";"Rumah Sakit Umum";"Jl. Diponegoro No. 5, Bajawa";53;"Nusa Tenggara Timur";5309;"Kab. Ngada";530906;Bajawa;-8.7923;120.961;(0384)21030;rsudbajawa01@gmail.com;www.rsudbajawa.com;Operasional;Aktif
25;"Rumah Sakit";5313026;1000285686;"RS  ST Rafael Cancar";"Rumah Sakit Umum";"Jl.Ruteng-Labuan Bajo, Kel. Wae Belang";53;"Nusa Tenggara Timur";5310;"Kab. Manggarai";531003;Ruteng;-8.6573;121.079;081235192992;rsst.rafael@gmail.com;;Operasional;Aktif
26;"Rumah Sakit";5313037;5313037;"RS Pratama Reo";"Rumah Sakit Umum";"Jl. Pelabuhan Reo Wangkung. Kec. Reok";53;"Nusa Tenggara Timur";5310;"Kab. Manggarai";;;-8.2960992;120.4617928;082247530559;rumahsakitpratamareo@gmail.com;;Operasional;Non-Aktif
27;"Rumah Sakit";5313015;1000258360;"RS Umum Daerah Ruteng";"Rumah Sakit Umum";"Jl. Dr. Soetomo No. 1 Ruteng, Kab. Manggarai";53;"Nusa Tenggara Timur";5310;"Kab. Manggarai";531012;"Langke Rembong";-8.62617;120.48765;2138922317;rs_sim@yahoo.co.id;https://rsudruteng.manggaraikab.go.id/;Operasional;Aktif
28;"Rumah Sakit";5302012;1000285234;"RS Kristen Lindimara";"Rumah Sakit Umum";"Jl. Prof.DR WZ. Johannes No.6,Waingapu";53;"Nusa Tenggara Timur";5311;"Kab. Sumba Timur";531116;Kambera;-9.6628;120.267;0387-61064;rsk.lindimara@yahoo.com;www.lindimara.org;Operasional;Aktif
29;"Rumah Sakit";5302023;1000259182;"RS Umum Daerah Waingapu";"Rumah Sakit Umum";"Jl. Adam Malik No.54 Kel. Kambajawa - Kecamatan Kota Waingapu";53;"Nusa Tenggara Timur";5311;"Kab. Sumba Timur";531101;"Kota Waingapu";-9.6628;120.267;(0387)61302;rarameha@gmail.com;www.rsudurm.sumbatimurkab.go.id;Operasional;Aktif
30;"Rumah Sakit";5302034;1000284890;"RS Umum Imanuel Sumba";"Rumah Sakit Umum";"Jl. Nangka No.4,Waingapu-Sumba Timur";53;"Nusa Tenggara Timur";5311;"Kab. Sumba Timur";531101;"Kota Waingapu";-9.65279;120.26227;(0387)62980;rsuimanuel@yahoo.com;rsuimanuel.wixsite.com/rsu-imanuel-sumba;Operasional;Aktif
31;"Rumah Sakit";5301011;1000282799;"RS Kristen Lende Moripa";"Rumah Sakit Umum";"Jl. El Tari No.2 Waikabubak";53;"Nusa Tenggara Timur";5312;"Kab. Sumba Barat";531212;Lamboya;-9.6324;119.41405;0387-21085;lendemoripa@gmail.com;https://rs-lendemoripa.com/;Operasional;Aktif
32;"Rumah Sakit";5301035;1000256714;"RS Umum Hobakalla";"Rumah Sakit Umum";"Desa Patiala Bawa Kec. Lamboya";53;"Nusa Tenggara Timur";5312;"Kab. Sumba Barat";;;-9.74261;119.32763;082145650900;pratamahobakalla17@gmail.com;;Operasional;Aktif
33;"Rumah Sakit";5301033;1000261329;"RS Umum Waikabubak";"Rumah Sakit Umum";"Jl. Adhyaksa, Km.3, Kel. Diratana, Kec. Loli, Waikabubak";53;"Nusa Tenggara Timur";5312;"Kab. Sumba Barat";531212;Lamboya;-9.6355;119.40986;"(0387) 21701";rsudwkb@gmail.com;http://rsudwaikabubak.id;Operasional;Aktif
34;"Rumah Sakit";5308023;1000285416;"RS  Bukit Lewoleba";"Rumah Sakit Umum";"Jl. Trans Atadei Kel. Lewoleba Barat";53;"Nusa Tenggara Timur";5313;"Kab. Lembata";531301;"Naga Wutung";-8.6573;121.079;081342906091;rsbukitlewoleba@yahoo.com;;Operasional;Aktif
35;"Rumah Sakit";5309034;1000285727;"RS Damian Lembata";"Rumah Sakit Umum";"jalan Trans Nagawutung";53;"Nusa Tenggara Timur";5313;"Kab. Lembata";531305;Nubatukan;-8.37574;123.4047;0821-4459-5115;rsdamianlwe.59@gmail.com;;Operasional;Aktif
36;"Rumah Sakit";5308045;1000257691;"RS Umum Daerah Lewoleba";"Rumah Sakit Umum";"Jl.Trans Lembata No.1 Lewoleba Lembata";53;"Nusa Tenggara Timur";5313;"Kab. Lembata";;;-8.3736;123.4;"0383 2343442";rsudl.lewoleba@yahoo.co.id;;Operasional;Aktif
37;"Rumah Sakit";5303024;1000258762;"RS Umum Daerah Rote Ndao Ba'a";"Rumah Sakit Umum";"Jl. Prof. Adrianus Mooy, Kel. Mokdale, Kec. Lobalain, Kab. Rote Ndao";53;"Nusa Tenggara Timur";5314;"Kab. Rote Ndao";531403;Lobalain;-10.74785;123.04535;"(0380) 8572043";rsud.baa@gmail.com;www.rotendaokab.go.id;Operasional;Aktif
38;"Rumah Sakit";5315002;5315002;"RS Siloam Labuan Bajo";"Rumah Sakit Umum";"Jl. Gabriel GampurKecamatan Komodo - Labuan BajoKab. Manggarai Barat";53;"Nusa Tenggara Timur";5315;"Kab. Manggarai Barat";531505;Komodo;-8.4962711;119.8842898;0385-2381900;info.shlb@siloamhospitals.com;www.siloamhospitals.com;Operasional;Aktif
39;"Rumah Sakit";5315003;5315003;"RS Umum Daerah Komodo";"Rumah Sakit Umum";"Jalan Raya Labuan Bajo-Ruteng, Desa Golo Bilas, Kecamatan Komodo, Kabupaten Manggarai Barat, NTT";53;"Nusa Tenggara Timur";5315;"Kab. Manggarai Barat";531505;Komodo;-8.5412596;119.8962618;81337055250;rsudkomodo@yahoo.com;https://rsudkomodo.manggaraibaratkab.go.;Operasional;Aktif
40;"Rumah Sakit";5315004;1000285363;"RS Umum Santo Yoseph Labuan bajo";"Rumah Sakit Umum";"Jl. Eduardus Sangsung Kel. Wae Kelambu Kec. Komodo";53;"Nusa Tenggara Timur";5315;"Kab. Manggarai Barat";531505;Komodo;-8.63361;119.8472;;rsu.styoseph@gmail.com;RSU.STYOSEPH;Operasional;Aktif
41;"Rumah Sakit";5318013;5318013;"RS Pratama Raja";"Rumah Sakit Umum";"Desa Raja Kec. Boawae Kab. Nakegeo";53;"Nusa Tenggara Timur";5316;"Kab. Nagekeo";;;-8.748371999999998;121.2709355;;081337762086@domain.com;;Non-Operasional;Aktif
42;"Rumah Sakit";5318002;1000260727;"RS Umum Daerah Aeramo Kabupaten Nagekeo";"Rumah Sakit Umum";"Desa Aeramo, Kecamatan Aesesa Kabupaten Nagekeo";53;"Nusa Tenggara Timur";5316;"Kab. Nagekeo";531601;Aesesa;-10.16791;123.62383;081337762086;rsdaeramo2017@gmail.com;https://rsudaeramo.nagekeokab.go.id/;Operasional;Aktif
43;"Rumah Sakit";5316003;1000259405;"RS Umum Daerah Waibakul";"Rumah Sakit Umum";"Jl. Lintas Waihibur Desa Umbu Mamijuk Kecamatan Umbu Ratu Nggay Barat Kabupaten Sumba Tengah";53;"Nusa Tenggara Timur";5317;"Kab. Sumba Tengah";531702;"Umbu Ratu Nggay Barat";-9.6077;119.62034;082213347853;rsud.waibakul@gmail.com;www.rsudwaibakul.sumbatengahkab.go.id/;Operasional;Aktif
44;"Rumah Sakit";5301022;1000282921;"RS Karitas Weetabula";"Rumah Sakit Umum";"Jl. Bulgur No 1 - Weetebula";53;"Nusa Tenggara Timur";5318;"Kab. Sumba Barat Daya";531809;"Kota Tambolaka";-9.44298;119.23128;081237279066;rskaritaswtb.sbd@gmail.com;rskaritaswtb.simkeskhanza.com/epasien;Operasional;Aktif
45;"Rumah Sakit";5317002;1000257055;"RS Umum Daerah Reda Bolo";"Rumah Sakit Umum";"Jl. Welonda, Desa Watu Kawula, Kec. Kota Tambolaka, Kab. Sumba Barat Daya";53;"Nusa Tenggara Timur";5318;"Kab. Sumba Barat Daya";531809;"Kota Tambolaka";-2.41856;108.49191;081221828019;rsudredabolo@gmail.com;;Operasional;Aktif
46;"Rumah Sakit";5319013;5319013;"RS Pratama Watunggong";"Rumah Sakit Umum";"Desa Satar Nawang Kec. Congkar Kab. Manggarai Timur";53;"Nusa Tenggara Timur";5319;"Kab. Manggarai Timur";;;-8.543916699999999;120.6746136;;081353049783@domain.com;;Non-Operasional;Aktif
47;"Rumah Sakit";5319002;1000257914;"RS Umum Daerah Borong";"Rumah Sakit Umum";"Lehong, Desa Gurung Liwut, Kecamatan Borong";53;"Nusa Tenggara Timur";5319;"Kab. Manggarai Timur";;;-8.7512;120.60756;;rsudborong@gmail.com;;Operasional;Aktif
48;"Rumah Sakit";5320013;5320013;"RS Pratama Raijua";"Rumah Sakit Umum";"Kelurahan Ledeunu Kecamatan Raijua, Kabupaten Sabu Raijua";53;"Nusa Tenggara Timur";5320;"Kab. Sabu Raijua";;;-10.6120855;121.6275134;;081237326871@domain.com;;Non-Operasional;Aktif
49;"Rumah Sakit";5320002;1000261472;"RS Umum Daerah Sabu Raijua";"Rumah Sakit Umum";"Jl. El-Tari Seba, Menia";53;"Nusa Tenggara Timur";5320;"Kab. Sabu Raijua";;;-10.48466;121.89523;0380861116;rsudsr@gmail.com;;Operasional;Aktif
50;"Rumah Sakit";5306042;1000262335;"RS Umum Penyangga Perbatasan Betun";"Rumah Sakit Umum";"Jl. Sukabihanawa No. 02 Desa Kamanasa Kec.Malaka Tengah";53;"Nusa Tenggara Timur";5321;"Kab. Malaka";532101;"Malaka Tengah";-9.101;124.891;81321596129;rsppbetun@gmail.com;www.rsuppbetun.com;Operasional;Aktif
51;"Rumah Sakit";5303033;1000255760;"RS Bhayangkara";"Rumah Sakit Umum";"Jl. Nangka No. 84 Kupang";53;"Nusa Tenggara Timur";5371;"Kota Kupang";537104;Oebobo;-10.16395;123.59202;"0380 821273";rsb.kupang@gmail.com;www.rsbkupang.com;Operasional;Aktif
52;"Rumah Sakit";5371047;1000283535;"RS Ibu dan Anak Dedari";"Rumah Sakit Khusus";"Jl. Rantai Damai No. 69 D, Kel. Tuak Daun Merah.";53;"Nusa Tenggara Timur";5371;"Kota Kupang";537104;Oebobo;-10.16545;123.62762;0380-830041;rsia_dedari@yahoo.com;www.rsiadedarikupang.com;Operasional;Aktif
53;"Rumah Sakit";5371059;1000265052;"RS Jiwa Naimata";"Rumah Sakit Khusus";"Jl. Taebenu RT. 007 RW. 003 Kel. Naimata Kec. Maulafa";53;"Nusa Tenggara Timur";5371;"Kota Kupang";537102;Maulafa;-10.17934;123.6388;"0380 825212";rumahsakitjiwanaimata@gmail.com;https://rsjnaimata.com/;Operasional;Aktif
54;"Rumah Sakit";5371054;1000266903;"RS Mamami";"Rumah Sakit Umum";"Jl. R. W. Monginsidi I No 3, Kota Kupang Kel. Pasir Panjang, Kec. Kota Lama";53;"Nusa Tenggara Timur";5371;"Kota Kupang";537106;"Kota Lama";-10.1536;123.60911;08113811014;rumahsakitmamami@yahoo.com;www.rsumamami.com;Operasional;Aktif
55;"Rumah Sakit";5303028;1000275928;"RS Siloam Kupang";"Rumah Sakit Umum";"Jl. R. W. Monginsidi Kelurahan Fatululi Kecamatan Oebobo";53;"Nusa Tenggara Timur";5371;"Kota Kupang";537104;Oebobo;-10.15626;123.61044;"0380 8530900";putri.manafe@siloamhospitals.com;www.siloamhospitals.com;Operasional;Aktif
56;"Rumah Sakit";5371052;1000285404;"RS St. Carolus Borromeus";"Rumah Sakit Umum";"Jl. H.R. Koroh, km. 08, Kel. Bello, Kec. Maulafa, Kota Kupang, NTT";53;"Nusa Tenggara Timur";5371;"Kota Kupang";;;-10.21511;123.61804;"0380 8438508";rscbkupang@gmail.com;www.rscbkupang.co.id;Operasional;Aktif
57;"Rumah Sakit";5303022;1000264280;"RS Tk. III Wirasakti Kupang";"Rumah Sakit Umum";"Jl. Dr.DR.Moch Hatta No.9-11 ,Kupang";53;"Nusa Tenggara Timur";5371;"Kota Kupang";537105;"Kota Raja";-10.184;123.595;"(0380) 8824735";rstwirasakti@gmail.com;www.rstwirasakti.com;Operasional;Aktif
58;"Rumah Sakit";5371046;1000264656;"RS TNI AL Lantamal VII Kupang";"Rumah Sakit Umum";"Jl. Yos Sudarso No. 5 Osmok, Kel Namosain Kec.Alak, Kupang";53;"Nusa Tenggara Timur";5371;"Kota Kupang";537101;Alak;-10.17595;123.55541;0380-890670;rsalkupang7@gmail.com;"info.tni.mil.id/lantamal 7";Operasional;Aktif
59;"Rumah Sakit";5371055;1000264864;"RS TNI AU EL TARI";"Rumah Sakit Umum";"Penfui, Kota Kupang";53;"Nusa Tenggara Timur";5371;"Kota Kupang";537102;Maulafa;-2.41856;108.49191;0380-8003477;rumkiteli@gmail.com;;Non-Operasional;Aktif
60;"Rumah Sakit";5303013;1000263391;"RS Umum Daerah S. K. Lerik";"Rumah Sakit Umum";"Jl. Timor Raya  No. 134 Kelurahan Pasir Panjang Kecamatan Kota Lama Kota Kupang Nusa Tenggara Timur (85227)";53;"Nusa Tenggara Timur";5371;"Kota Kupang";537103;"Kelapa Lima";-10.15027;123.60824;"0380 824157";rsudsklerik.pemkotkupang@gmail.com;https://www.rsudsklerik.com;Operasional;Aktif
61;"Rumah Sakit";5371057;1000270966;"RS Umum Kartini Kupang";"Rumah Sakit Umum";"Jl. Frans Seda No. 17 RT.34 RW.09 Kelurhan Tuak Daun Merah, Kecamatan Oebobo, Kota kUpang-NTT";53;"Nusa Tenggara Timur";5371;"Kota Kupang";;;-10.15775;123624295.18;"0380 - 831270";rskartinikupang@gmail.com;www.rskartinikupang.com;Operasional;Aktif
62;"Rumah Sakit";5371058;1000282971;"RS Umum Leona Kupang";"Rumah Sakit Umum";"Jl. Soeverdi No. 20 Oebufu";53;"Nusa Tenggara Timur";5371;"Kota Kupang";537101;Alak;-10.1772;123.60703;08113818622;rsuleona@gmail.com;"Tidak ada";Operasional;Aktif
63;"Rumah Sakit";5371011;1000265301;"RS Umum Prof. Dr. WZ Johanes";"Rumah Sakit Umum";"Jl. Dr Moch Hatta No. 19 Kupang";53;"Nusa Tenggara Timur";5371;"Kota Kupang";537104;Oebobo;-10.16831;123.58507;0380833614;rsudjohannes@gmail.com;www.rsudwzjohanes.nttprov.go.id;Operasional;Aktif
64;"Rumah Sakit";5371060;1000280569;"RS Umum Universitas Nusa Cendana";"Rumah Sakit Umum";"Jl. Jenderal Soeharto No. 72 Naikoten 1";53;"Nusa Tenggara Timur";5371;"Kota Kupang";537105;"Kota Raja";-10.1825;123.60129;082236649914;info.rsu@undana.ac.id;https://rsu.undana.ac.id/;Operasional;Aktif
65;Puskesmas;53010200002;1000133687;AKLE;"Puskesmas Non Perawatan";"Ds. Akle, Kec. Semau Selatan";53;"Nusa Tenggara Timur";5301;"Kab. Kupang";530123;"Semau Selatan";-10.31036;123.38335;;lindanuban24@gmail.com;;Operasional;Aktif
66;Puskesmas;53010200003;1000133807;BATAKTE;"Puskesmas Non Perawatan";"Ds. Batakte, Kec. Kupang Barat";53;"Nusa Tenggara Timur";5301;"Kab. Kupang";530105;"Kupang Barat";-10.25378;123.55422;;fktpbatakte@yahoo.com;;Operasional;Aktif
67;Puskesmas;53010200006;1000133792;BAUMATA;"Puskesmas Non Perawatan";"Ds. Baumata, Kec. Taebenu";53;"Nusa Tenggara Timur";5301;"Kab. Kupang";530124;Taebenu;-10.20243;123.67909;;puskesmasbaumata@yahoo.com;;Operasional;Aktif
68;Puskesmas;53010200008;1000133728;BAUN;"Puskesmas Non Perawatan";"Ds. Teunbaun, Kec. Amarasi Barat";53;"Nusa Tenggara Timur";5301;"Kab. Kupang";530117;"Amarasi Barat";-10.30083;123.72784;;ridhoprayogie@gmail.com;;Operasional;Aktif
69;Puskesmas;53010200016;1000133663;CAMPLONG;"Puskesmas Non Perawatan";"Camplong I, Kec. Fatuleu";53;"Nusa Tenggara Timur";5301;"Kab. Kupang";530110;Fatuleu;-10.04826;123.88579;;wiwinrau@gmail.com;;Operasional;Aktif
70;Puskesmas;53010200014;1000133754;FATUKANUTU;"Puskesmas Non Perawatan";"Ds. Fatuknutu, Kec. Amabi Oefeto";53;"Nusa Tenggara Timur";5301;"Kab. Kupang";530125;"Amabi Oefeto";-10.17556;123.9097;;ilhamrakatesa85@gmail.com;;Operasional;Aktif
71;Puskesmas;53010200023;1000133675;FATUMONAS;"Puskesmas Non Perawatan";"Ds. Fatumonas, Kec. Amfoang Tengah";53;"Nusa Tenggara Timur";5301;"Kab. Kupang";530130;"Amfoang Tengah";-9.69353;123.97314;;kulishanty@gmail.com;;Operasional;Aktif
72;Puskesmas;53010200020;1000133766;HUEBUNIF;"Puskesmas Non Perawatan";"Ds. Tanini, Kec. Takari";53;"Nusa Tenggara Timur";5301;"Kab. Kupang";530111;Takari;-9.79403;123.93657;;;;Operasional;Aktif
73;Puskesmas;53010200021;1000133649;LELOGAMA;"Puskesmas Perawatan (Rawat Inap)";"Ds. Lelogama, Kec. Amfoang Selatan";53;"Nusa Tenggara Timur";5301;"Kab. Kupang";530112;"Amfoang Selatan";-9.70258;123.95612;;lelogamapuskesmas@gmail.com;;Operasional;Aktif
74;Puskesmas;53010200022;1000133821;MANUBELON;"Puskesmas Non Perawatan";"Ds. Manubelon, Kec. Amfoang Barat Daya";53;"Nusa Tenggara Timur";5301;"Kab. Kupang";530121;"Amfoang Barat Daya";-9.68821;123.71707;;judithhambleton87@gmail.com;;Operasional;Aktif
75;Puskesmas;53010200012;1000133716;NAIBONAT;"Puskesmas Non Perawatan";"Ds. Naibonat, Kec. Kupang Timur";53;"Nusa Tenggara Timur";5301;"Kab. Kupang";530106;"Kupang Timur";-10.09004;123.81741;;antoniuskapa@gmail.com;;Operasional;Aktif
76;Puskesmas;53010200024;1000133584;NAIKLIU;"Puskesmas Perawatan (Rawat Inap)";"Ds. Naikliu, Kec. Amfoang Utara";53;"Nusa Tenggara Timur";5301;"Kab. Kupang";530113;"Amfoang Utara";-9.52215;123.85492;;roniedisonolla@gmail.com;;Operasional;Aktif
77;Puskesmas;53010200007;1000133625;OEKABITI;"Puskesmas Perawatan (Rawat Inap)";"Ds. Nonbes, Kec. Amarasi";53;"Nusa Tenggara Timur";5301;"Kab. Kupang";530109;Amarasi;-10.19273;123.83038;;puskesmasoekabiti2021@gmail.com;;Operasional;Aktif
78;Puskesmas;53010200017;1000133699;OELBITENO;"Puskesmas Non Perawatan";"Ds. Oelbiteno, Kec. Fatuleu Tengah";53;"Nusa Tenggara Timur";5301;"Kab. Kupang";530128;"Fatuleu Tengah";-9.93106;123.81062;;puskesmasoelbitenofateng@gmail.com;;Operasional;Aktif
79;Puskesmas;53010200004;1000133651;OEMASI;"Puskesmas Non Perawatan";"Ds. Oemasi, Kec. Nekemese";53;"Nusa Tenggara Timur";5301;"Kab. Kupang";530116;Nekamese;-10.27139;123.65002;;yovialist.radjatadoe@gmail.com;;Operasional;Aktif
80;Puskesmas;53010200013;1000133819;OENUNTONO;"Puskesmas Non Perawatan";"Ds. Oenuntono, Kec. Amabi Oefeto Timur";53;"Nusa Tenggara Timur";5301;"Kab. Kupang";530120;"Amabi Oefeto Timur";-10.11072;124.05656;;pkmoenuntono952@gmail.com;;Operasional;Aktif
